2006 Girls Track & Field State Champions,x,x,x
High Jump,,,
Class Name,,School,Distance
AAAA  Margaret Metcalf,,Manzano,5’-07.00”
AAA Fields,,Portales,4’-10.75”
AA Renee Schlesner,,Estancia,5’-03.25”
A Leisha Joiner,,Tatum,5’-01.00”
,1976 Girls Track & Field State Champions,,
,,,
,,,
50 Y Dash,,,
Class,Name School  Time,,
AA,Val Boyer Manzano 6.13,,
A,Lynette Gutierrez Magdalena 6.16,,
,,,
100 Y Dash,,,
Class,Name School  Time,,
AA,Val Boyer Manzano 11.08,,
A,Lynette Gutierrez Magdalena 11.48,,
,,,
220 Y Dash,,,
Class,Name School  Time,,
AA,Val Boyer Manzano 25.24,,
A,Debbie Crumpton Clayton 26.25,,
,,,
440 Y Dash,,,
Class,Name School  Time,,
AA,Cindy Ashby Del Norte 57.03,,
A,Missy McCarthy Cloudcroft 60.68,,
,,,
880 Y Dash,,,
Class,Name School  Time,,
AA,Janet Wroblewski Cibola  2:22.48,,
A,Robin Steen  Reserve  2:25.3,,
,,,
Mile Run,,,
Class,Name School  Time,,
AA,Kathy Gill Sandia  5:15.61,,
A,Ethyl Garcia Laguna-Acoma 5:32.3,,
,,,
50 Y Hurdles,,,
Class,Name School  Time,,
AA,Arleen Lawson Lovington 6.78,,
A,Jennifer Alsup  Clayton 7.61,,
,,,
80 Y Hurdles (30”),,,
Class,Name School  Time,,
AA,Wilkinson Las Cruces 10.58,,
A,Hope Rice Clayton 11.8,,
440 Y Relay,,,
Class,School,Time,
AA,Del Norte,49.51,
A,Jal,50.75,
,,,
880 Y Relay,,,
Class,School,Time,
AA,Roswell,01:46.1,
A,Clayton,01:46.8,
,,,
880 Y Relay Medley,,,
Class,School,Time,
AA,Del Norte,01:51.2,
A,Estancia,01:55.2,
,,,
Mile Relay,,,
Class,School,Time,
AA,Belen,03:59.9,
A,Estancia,04:10.0,
,,,
Shot Put,,,
Class Name,School,Distance,
AA Celeste Wilkenson,Las Cruces,42’-06.00”,
A Bernie Montoya,Des Moines,37’-03.00”,
,,,
Discus,,,
Class Name,School,Distance,
AA Munsell,Clovis,124’7”,
A Diane Walker,Des Moines,111’-11.00”,
,,,
Softball Throw,,,
Class Name,School,Distance,
AA Tammy Goff,Carlsbad,210’-02.00”,
A Powell,Logan,193’-02.00”,
,,,
Long Jump,,,
Class Name,School,Distance,
AA Val Boyer,Manzano,17’-1.25”,
A Tana Fallon,Fort Sumner,16’-04.75”,
,,,
High Jump,,,
Class Name,School,Distance,
AA Annie Gilliland,Del Norte,5’-08.00”,
A Renee Schlesner,Estancia,5’-00.00”,
,1975 Girls Track & Field State Champions,,
,,,
,,,
50 Y Dash,,,
Class,Name School  Time,,
AA,Sheryl Scott Portales 6.1,,
A,Lynette Gutierrez Magdalena 6.1,,
,,,
100 Y Dash,,,
Class,Name School  Time,,
AA,Julia Fultz Alamogordo 11.1,,
A,Fallon  Fort Sumner 11.2,,
,,,
220 Y Dash,,,
Class,Name School  Time,,
AA,Hill Roswell 26.0,,
A,Fallon  Fort Sumner 26.5,,
,,,
440 Y Dash,,,
Class,Name School  Time,,
AA,Vicki Cox Belen 57.7,,
A,Lynette Gutierrez Magdalena 60.0,,
,,,
880 Y Dash,,,
Class,Name School  Time,,
AA,Worblewski Cibola  2:21.2,,
A,Cary Moore  Elida  2:27.3,,
,,,
Mile Run,,,
Class,Name School  Time,,
AA,Virginia Middleton Gallup  5:25.6,,
A,Leasure Estancia 5:36.1,,
,,,
50 Y Hurdles,,,
Class,Name School  Time,,
AA,Lawson Lovington 7.0,,
A,Tammy Harshey Hagerman 7.3,,
,,,
80 Y Hurdles (30”),,,
Class,Name School  Time,,
AA,Lawson Lovington 10.7,,
A,McGuire Dexter  11.8,,
440 Y Relay,,,
Class,School,Time,
AA,Clovis,50.5,
A,Jal,51.2,
,,,
880 Y Relay,,,
Class,School,Time,
AA,Clovis,01:47.4,
A,Estancia,01:49.0,
,,,
880 Y Relay Medley,,,
Class,School,Time,
AA,Santa Fe,01:52.0,
A,Estancia,01:55.8,
,,,
Mile Relay,,,
Class,School,Time,
AA,Belen,04:07.0,
A,Estancia,04:14.5,
,,,
Shot Put,,,
Class Name,School,Distance,
AA Jeri Daniels,Goddard,38’-10.00”,
A Bernie Montoya,Des Moines,34’-02.75”,
,,,
Discus,,,
Class Name,School,Distance,
AA Davis,Clovis,127’5”,
A Diane Walker,Des Moines,113’-08.75”,
,,,
Softball Throw,,,
Class Name,School,Distance,
AA Tammy Goff,Carlsbad,210’-02.00”,
A M. Stewart,Texico,197’-01.50”,
,,,
Long Jump,,,
Class Name,School,Distance,
AA Virgilene Smith,Carlsbad,15’2”,
A Sharron Scott,Reserve,17’-02.25”,
,,,
High Jump,,,
Class Name,School,Distance,
AA Dinie Norero,Del Norte,5’-03.50”,
A Kathy Grissom,Fort Sumner,4’-10.50”,
,1974 Girls Track & Field State Champions,,
,,,
,,,
50 Y Dash,,,
,Name School  Time,,
,Connie Kuper  Amistad 6.0,,
,,,
100 Y Dash,,,
,Name School  Time,,
,Delores Hudson Artesia  11.1,,
,,,
220 Y Dash,,,
,Name School  Time,,
,Gutierrez Magdalena 25.9,,
,,,
440 Y Dash,,,
,Name School  Time,,
,Lynette Gutierrez Magdalena 62.5,,
,,,
880 Y Dash,,,
,Name School  Time,,
,C. Governal Belen 2:28.9,,
,,,
Mile Run,,,
,Name School  Time,,
,Ellen Hart Academy 5:32.5,,
,,,
50 Y Hurdles,,,
,Name School  Time,,
,B. Terry  San Jon  7.3,,
,,,
80 Y Hurdles (30”),,,
,Name School  Time,,
,Dyer Tatum  11.4,,
,,,
440 Y Relay,,,
,School  Time,,
,Artesia  51.2,,
,,,
880 Y Relay,,,
,School  Time,,
,Tatum  1:51.4,,
,,,
,,,
880 Y Relay Medley,,,
,School,Time,
,Tatum,01:57.0,
,,,
Mile Relay,,,
,School,Time,
,Belen,04:18.5,
,,,
Shot Put,,,
Name,School,Distance,
Alma Flowers,Silver City,39’-01.00”,
,,,
Discus,,,
Name,School,Distance,
Mildred Morris,Capitan,118’2”,
,,,
Softball Throw,,,
Name,School,Distance,
Dorothy Cisneros,Espanola,189’-05.00”,
,,,
Long Jump,,,
Name,School,Distance,
S. Scott,Reserve,17’-1”,
,,,
High Jump,,,
Name,School,Distance,
Janet Marsh,Los Alamos,5’-00.00”,
,1973 Girls Track & Field State Champions,,
,,,
,,,
50 Y Dash,,,
,Name School  Time,,
,Connie Kuper  Amistad 6.6,,
,,,
100 Y Dash,,,
,Name School  Time,,
,Nora Carter Sandia  11.8,,
,,,
220 Y Dash,,,
,Name School  Time,,
,S. Lindey Texico  27.3,,
440 Y Dash,,,
,Name School  Time,,
,Clair Munyon  Los Alamos 62.9,,
,,,
880 Y Dash,,,
,Name School  Time,,
,R. Woodard Zuni 2:40.8,,
,,,
Mile Run,,,
,Name School  Time,,
,Ellena Moreno Quemado 6:18.6,,
,,,
50 Y Hurdles,,,
,Name School  Time,,
,Elizabeth Dyer  Tatum  8.0,,
,,,
80 Y Hurdles (30”),,,
,Name School  Time,,
,Nora Carter Sandia  11.7,,
,,,
440 Y Relay,,,
,School  Time,,
,Amistad 53.6,,
,,,
880 Y Relay,,,
,School  Time,,
,Texico  1:55.4,,
,,,
880 Y Relay Medley,,,
,School,Time,
,Texico,01:55.4,
,,,
Mile Relay,,,
,School,Time,
,Texico,04:40.2,
,,,
Shot Put,,,
Name,School,Distance,
Alma Flowers,Silver City,35’-05.75”,
,,,
Discus,,,
Name,School,Distance,
Donna Dempsey,Sandia,99’-4”,
,,,
Softball Throw,,,
Name,School,Distance,
Lois Lloyd,Raton,215’-01.50”,
,,,
Long Jump,,,
Name,School,Distance,
Robin Geller,Tatum,16’-3.75”,
,,,
High Jump,,,
Name,School,Distance,
Beverly Hampton,Gallup,4’-11.00”,
